Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average
Huzzah!,1997,3,8,60,10,121,5
The Princess Bride: Miracle Pill,2015,2,6,15,10,50,5
Grim,2015,2,6,30,10,47,5
Panda Monium,1994,3,6,20,6,131,5
Backpacker,2004,2,6,60,10,228,5
Panicozoo,2005,2,6,15,6,56,5
Linwood,2009,2,6,30,8,89,5
Ultimate Combat!,1995,2,2,30,10,60,5
Od,1985,2,4,45,12,46,5
Star Wars: Galaxy Rebellion,2015,2,4,45,8,72,5
Commando,1979,2,20,120,12,74,5
Black Sheep and White Sheep,2014,2,4,20,5,84,5
Falklands Showdown: The 1982 Anglo-Argentine War,2011,1,2,240,10,48,5
Batman: The Animated Series - Almost Got 'Im Card Game,2017,5,8,30,15,98,5
The Jam,2011,2,4,40,5,82,5
Hoverkraft,2014,1,8,5,8,85,5
Deuce,1985,2,6,20,8,31,5
Molecular: The Strategic Chemistry Tile Game,2015,2,8,60,14,42,6
Super 3,1978,2,2,20,7,68,5
Swärje,2004,4,6,90,13,90,5
Fan Tan,0,3,8,25,10,169,5
Battlecards: World Conflict - The Russian Front - Starter Set,2003,2,8,60,10,69,5
Order's Up!,2010,2,6,15,6,64,5
Cavemen Playing With Fire,2012,2,2,30,12,64,5
Infection,1998,2,8,60,9,32,5
PornStar,2001,2,6,20,18,34,5
Cowpoker,2006,2,4,30,10,268,5
Drago Mago,2003,2,4,20,8,35,5
Clontarf,1993,2,2,180,12,73,5
Movies Trivia Game,2013,2,99,120,12,35,5
Monopoly: Marvel Comics Collectors Edition,2012,2,6,100,8,33,5
Sorry! The Simpsons Edition,2007,2,4,30,0,31,5
Space Pigs,1999,3,6,120,12,92,5
Guesstimation,2009,3,8,60,8,57,5
Blurt! Card Game,2000,3,5,20,8,30,5
Star Fist,1991,2,2,90,12,37,5
Zombie Ninja Pirates,2010,2,6,20,13,75,5
Thinking Man's Football,1966,2,2,90,0,58,5
Microdot,1975,2,4,60,8,57,5
Whot,1935,2,2,10,7,96,5
Schampus,1996,2,6,10,4,54,5
Creature Clash! Card Game,2011,2,6,60,8,247,5
Zombies,,,,,,,
Hilarium,2001,3,6,45,18,146,5
Seti,1979,2,2,30,10,33,5
Aapep,2007,2,4,20,8,66,5
Heart of Africa,2004,2,5,60,10,361,5
Top Face!,2015,3,5,15,7,32,5
Die Erbraffer,1994,2,6,90,12,106,5
Monster Misfits,2016,2,5,90,7,61,5
Evil Intent,2014,2,6,60,12,99,5
Moby Pick,2004,3,8,15,7,66,5
Downspin,1970,2,2,30,7,764,5
Make 5,1998,2,2,10,6,36,5
Trivial Pursuit: Genus 5,2000,2,24,90,12,644,5
Yucatán,2008,2,4,60,12,71,5
Deluxe Pass the Pigs,2004,2,10,20,7,186,5
Saipan,1993,1,1,0,0,43,5
Warchon,2002,1,2,60,12,32,5
Taco vs. Burrito,2018,2,4,45,7,102,5
Neopets: Adventures in Neopia,2003,2,4,30,8,77,5
Pickle Letter,2016,2,5,20,7,46,5
Axis of Evil: A Strategic Wargame,2006,3,5,60,14,39,5
Gastero Speed: Les Gros Bourgognes,2000,2,6,60,10,31,5
BattleBoard,1972,2,2,30,7,36,5
James Bond Secret Agent 007 Game,1964,2,4,45,8,30,5
Trivial Pursuit: Star Wars Classic Trilogy Collector's Edition,1998,2,4,90,12,1449,5
Mastermind for Kids,1996,2,2,30,6,122,5
Deluxe Weed!,0,2,4,20,18,35,5
Ciak! Il gioco di carte,2015,2,5,45,13,37,5
Heroes of Might & Magic IV Collectible Card & Tile Game,2005,2,6,0,9,53,5
Diamonsters,2013,2,6,20,10,710,5
Sixth Fleet: US/Soviet Naval Operations in the Mediterranean in the 1970's,1975,2,2,120,12,131,5
Europe Aflame,1989,2,4,120,12,95,5
Diskwars: Legend of the Five Rings,2000,2,6,45,12,89,5
aBRIDGEd,2006,4,4,40,12,63,5
Food Chain,2009,2,4,30,8,152,5
Monster Match,2002,2,4,10,6,39,5
Pirate's Treasure,2001,2,4,45,7,41,5
Dry Gulch,1999,3,6,150,10,66,5
My Little Pony Rainbow Magic Game,2014,2,4,0,3,35,5
Squeeky,2003,2,6,30,6,52,5
Screwball Scramble,1979,0,0,20,5,320,5
Lügenbeutel,1978,2,8,30,8,94,5
Where There's A Will,2002,2,6,45,9,42,5
Nino Delfino,2010,2,4,20,4,59,5
T.E.G. Cartas,2012,2,4,30,10,47,5
Kortslutning,0,2,16,0,8,30,5
Kakerlaloop,2015,2,4,15,5,183,5
Fish Fish,2013,2,8,20,8,63,5
Party & Co: Junior,1994,2,4,35,6,42,5
Diary of a Wimpy Kid: Zoo-Wee Mama Card Game,2010,2,6,20,7,32,5
Farkle Flip,2011,2,99,15,8,34,5
Dad's Army,1974,2,4,0,8,31,5
Stadt - Land - Fluss,0,2,10,15,7,55,5
Family Feud Strikeout Card Game,2011,3,99,0,10,76,5
Project CIA: The Secret Formula,1973,2,4,60,8,67,5
Battle for the Galaxy: Zylatron,1986,2,4,45,10,30,5
Petropolis,1976,2,7,90,9,124,5
Mini Chuck-it Chicken!,2007,2,4,10,4,70,5
Cat Attack,2002,2,6,120,10,107,5
WCW Nitro Trading Card Game,2000,2,2,10,10,51,5
Trivial Pursuit Junior Fourth Edition,1996,2,4,30,0,30,5
Taboo Junior,2001,4,0,30,8,75,5
Trivial Pursuit: Volume II,1987,2,6,90,12,66,5
Tentacle Bento,2012,2,6,60,16,315,5
Der schwarze Pirat: Das Duell,2007,2,2,10,5,99,5
Coral Sea Solitaire,2010,1,1,240,12,31,5
Star Wars Miniatures: Starship Battles,2006,2,2,60,10,419,5
Space Race,2004,2,4,15,6,30,5
Wetland,2013,2,4,30,0,47,5
Thin Ice,1997,2,8,15,0,53,5
Last Letter,2014,2,6,15,8,106,5
Stand & Die: The Battle of Borodino,,,,,,,
Anvil-Dragoon: Southwall 1944,1986,2,2,120,12,45,5
Lumps,,,,,,,
Solotaire,1973,1,2,10,10,32,5
Kampfpanzer: Armored Combat,,,,,,,
Celebrity Taboo,1991,4,0,25,18,144,5
Hearing Things,2017,4,8,0,12,70,5
September,1985,2,2,20,4,42,5
Eesti mälumäng,2004,2,6,45,0,42,5
Gobbit Angry Birds,2016,2,8,15,6,38,5
Burger Battle,1990,2,4,20,8,36,5
Monopoly Hotels,2013,2,2,30,8,90,5
To the Far Shore,1994,2,2,240,12,35,5
Doom and Bloom SURVIVAL!,2014,2,4,40,12,32,5
100!,2014,3,5,10,9,31,5
Night of the Ill-Tempered Squirrel,2000,3,6,30,13,44,5
Hot Potato,2011,3,9,30,9,39,5
Cluedo Card Game,1990,2,4,30,8,102,5
Intercept: The Electronic Search and Destroy Game,1978,2,2,30,8,35,5
Black Cannon,1986,2,4,30,8,62,5
Dead Money,2006,3,6,20,10,172,5
Crazy Bullets,2015,2,4,15,8,47,5
Advanced Dungeons & Dragons Battlesystem Skirmishes,1991,2,8,120,12,55,5
The Arabian Pots,2014,2,6,10,6,62,5
Aloha,2005,2,5,45,10,151,5
Great Western,2011,2,4,40,10,76,5
Basketball Strategy,1974,2,2,30,12,145,5
NASCAR Champions,1998,2,5,30,8,99,5
Junior Cluedo,1993,2,6,20,12,30,5
Cropredy Bridge: A Fleeting Victory,1992,2,2,180,12,66,5
Bam!: Das unanständig gute Wortspiel,2013,4,10,40,16,150,5
Lübeck,2009,3,5,30,8,107,5
Barbarossa: Game of the Russo-German War 1941-45,1986,2,2,1200,12,75,5
Monopoly: The Card Game,2000,2,6,30,8,610,5
Cyberpunk: The Collectible Card Game,2003,2,2,30,6,72,5
Herzlos,2003,2,5,30,8,30,5
Hercules: The Legendary Journeys Trading Card Game,1998,2,3,10,10,30,5
Heads Up! Party Game,2013,2,6,30,8,139,5
Heroes and Tricks,2017,2,6,25,8,93,5
Risky Strategy,1991,2,6,45,12,48,5
Wildcraft!,2006,1,4,60,4,87,5
Time After Time,2008,2,4,10,6,31,5
Gnomeland,2018,2,4,60,10,41,5
Blitzed!,2013,3,5,15,8,37,5
Das Phantom,1993,2,6,45,10,32,5
Touch and Go,1974,2,2,20,0,32,5
Drecksause,2014,2,4,20,6,58,5
Monopoly: My Little Pony,2013,2,6,0,8,54,5
Murder City,2007,2,5,120,12,153,5
Battle Cattle,1996,2,8,60,8,72,5
UNO Dice Game,2019,2,4,15,7,31,5
Chipleader,2012,2,4,45,12,55,5
TomaTomato,2018,3,6,20,6,117,5
Knockout,1991,2,8,30,7,97,5
Karnickel,2013,2,4,15,6,150,5
Zoon,1999,2,2,30,8,286,5
Manchukuo,2020,1,4,90,14,35,5
Travel Buff,1987,2,6,30,12,33,5
Next!,2012,2,6,15,8,50,5
Disney Tsum Tsum Bubble Fever,2016,2,4,15,6,39,5
König der Maulwürfel,2002,2,4,20,5,98,5
Jungli-La,2016,2,5,45,6,68,5
Garfield,1981,2,4,20,6,62,5
The Game of Life: Indiana Jones,2008,2,4,60,0,86,5
Drôles de petites bêtes Domino,0,1,4,20,3,55,5
Rocket Squad,0,2,6,20,6,50,5
Party & Co,1993,3,20,45,14,543,5
BAS-KET,1938,2,2,30,5,122,5
Danse Macabre,2010,2,2,30,9,37,5
Wanna Bet?,2012,3,6,45,7,119,5
Fort Boyard,1998,2,6,45,8,36,5
Siege,2016,2,6,15,0,80,5
Yahtzee Steal the Deal,2013,2,5,15,8,76,5
Warriors of the Promised Land,2007,2,6,30,0,37,5
Bejeweled Frenzy,2013,2,4,0,8,31,5
Pass the Pigs: Pig Party Edition,2011,2,4,20,7,159,5
Naova,2016,2,6,20,10,37,5
Fast 111's,1981,2,4,20,5,36,5
The Horse Race Game,2004,1,15,10,8,32,5
Fuldrigger,1985,2,4,90,7,100,5
Doodle Jump,2013,2,4,20,8,39,5
Pasapalabra,2001,3,6,0,0,30,5
Fantastic Gymnastics,2016,1,99,30,8,120,5
Conflict,1940,2,4,30,10,92,5
Chekov,2003,2,3,20,8,60,5
Jagd der Vampire,1991,2,6,45,10,142,5
PerplexCity: The Boardgame,2006,2,16,120,8,85,5
QuickWits,2013,3,99,30,17,50,5
Élve fogd el,1981,2,8,30,8,46,5
Forever Young: A Vampire Game,2010,2,6,60,13,32,4
Don't Panic!,1987,1,8,20,8,135,5
Black Stories Junior: Blue Stories,2009,2,15,222,8,30,4
Wreckage,2003,2,4,45,10,612,5
Simon Flash,2011,1,0,0,8,31,5
Taki,1985,2,10,30,6,168,5
DIG IT UP,2018,2,5,25,7,50,5
Spider Wars,1988,2,2,30,7,72,5
Serpent Stones,2013,2,2,30,8,55,5
Käse Würfeln,2013,2,5,30,8,63,5
Woof Meow Biscuits,2014,2,5,15,6,70,5
Tumbling Tower: Rainbow!,0,1,8,5,5,33,5
Mathable,1987,2,4,60,9,68,5
UNO Blitzo,2000,2,4,20,7,31,5
Sjörövarön,1955,2,6,60,8,105,5
Shake Up,1997,2,4,30,7,42,5
Bloody Legacy,2004,2,8,30,8,89,5
Bloodsuckers,2011,2,4,120,13,120,5
Scene It? Comedy Movies,2010,2,12,30,13,37,5
Scene it? Jr.,2003,2,12,30,8,37,5
Mana Burn,1998,2,8,45,10,32,5
Automobile für die Welt,1977,3,6,60,16,30,4
PAC-MAN Card Game,1982,2,4,20,8,31,4
Circus Puppy,2016,2,5,20,6,30,5
Hoppla Lama,2003,3,6,30,8,89,5
Monopoly: Rudolph the Red-Nosed Reindeer,2005,2,6,120,8,31,5
UNO: Hello Kitty,2003,2,10,30,7,45,5
RSVP,1958,2,2,60,6,83,5
UNO: SpongeBob SquarePants,2002,2,10,20,6,92,5
Blindes Huhn,1997,3,6,20,8,79,5
Space Fleet,1991,2,4,60,8,137,5
The Bottom Line,1985,3,6,90,10,73,5
Target: Libya,1986,2,2,360,12,55,5
Off to the Tower,1978,2,4,20,5,88,5
Leonardo,1988,2,6,90,10,68,5
Marauders,2012,3,4,60,0,41,5
Casse-toi Pov'con!,2011,2,6,15,12,90,5
Battleship Express,2007,2,4,20,7,306,5
Quick,2008,2,6,30,8,45,5
Super Simon,1979,1,4,10,7,35,5
Trivia for Dummies,1998,3,4,20,12,59,5
Aladdin's Flying Carpet,2014,2,2,15,4,30,5
Foodie Fight,2007,2,6,90,0,65,5
Collateral Damage,2007,2,6,120,0,48,5
Heroes of Graxia,2010,2,6,60,10,399,5
Doctor Who: Time Clash - Starter Set,2016,2,4,20,14,44,5
Farkle Frenzy,2011,2,4,20,8,37,4
Decathlon,1972,1,8,120,10,130,5
Sorcerer: The Game of Magical Conflict,1975,1,6,60,10,208,5
Dudab,2014,2,6,30,8,58,5
Doctor Faust,1990,2,2,45,12,106,5
Koffer packen,1967,2,6,15,5,36,5
Goosebumps: One Day at Horrorland Game,1996,2,4,45,7,39,5
Crazy Creatures,2007,2,4,45,4,36,4
Act One,1995,4,99,30,12,98,5
UNDO: Curse from the Past,2019,2,6,90,10,255,5
Monopoly: Las Vegas,2000,2,6,120,8,55,5
Cookin' Cookies,2003,2,4,10,4,45,5
Hook!,2014,3,6,30,8,182,5
Narnia Risk Junior,2006,2,4,90,8,108,5
Star Wars Galactic Dice Game,2014,2,8,15,7,82,5
Zombergeek,2016,2,5,45,8,44,5
My Monopoly,2014,2,4,180,8,35,5
NichtLustig: Labor Chaos,2009,3,6,30,8,208,5
The Game of Sniglets,1989,3,6,45,10,40,5
Chronicle X,2019,1,7,180,12,106,6
RÖK,2009,2,5,20,8,199,5
Guinness Game of World Records,1975,2,6,45,10,53,5
Scrabble Dice,1989,1,0,0,8,66,5
Knock!  Knock!,2004,3,6,20,10,241,5
Apples to Apples Mod,2009,4,6,30,12,46,5
Fits,1999,2,4,15,8,103,5
Ubongo: Das Würfelspiel,2013,2,4,20,8,85,5
Knowing Me Knowing You,2003,2,6,45,12,74,5
Bleeding Sherwood,1996,3,5,45,10,75,5
Meme: The Game - Disney Edition,2018,3,6,15,8,50,5
Ökolopoly,1983,1,6,45,12,88,5
Sting,1984,2,6,20,9,74,5
4-mation,2007,2,6,0,0,30,5
Formula C Minus,2000,2,6,0,10,35,5
Het goud van de Farao,2007,2,4,45,11,74,5
Pandabo,2005,2,4,15,4,32,5
Fruit Ninja Card Game,2011,2,4,15,5,107,5
Colony,2001,2,6,360,0,33,4
The Million Pound Drop,2010,2,0,0,12,83,5
Altamira,2007,3,5,75,12,135,5
Hurry'Cup!,2008,3,6,30,9,315,5
White Elephant,2011,3,7,15,8,93,5
Lao Pengh,1999,2,6,20,10,68,5
Monopoly Playmaster,1982,3,8,120,0,39,5
Game of Knowledge,1984,2,10,60,10,59,5
Schleck und weg!!,2002,3,6,10,4,44,5
Spider & Fly,1977,2,4,20,5,33,5
The Hunger Games: Training Days,2010,2,6,30,14,127,5
Golden Trivia Game: M*A*S*H Edition,1984,2,0,30,10,31,5
Eldorado,1990,2,6,45,8,61,5
Maginor,2001,2,4,45,12,346,5
Park and Shop,1950,2,6,30,10,68,5
Contack,1939,2,7,10,10,58,5
The Waylanders,2018,2,4,90,12,51,6
Rush for Glory,1989,2,2,120,12,66,5
UNO: Family Guy,2004,2,10,30,7,48,5
Machina,2002,2,8,45,11,56,5
Seinfeld Trivia Game,2009,2,4,60,12,33,5
Monopoly Empire,2013,2,4,25,8,555,5
Dungeons & Dragons Adventure Game: Diablo II Edition,2000,2,6,30,10,121,5
Xena Warrior Princess: The Board Game,1998,2,4,60,8,39,5
Den of Thieves,2003,2,5,90,9,41,5
The Squirrel Game,1987,2,4,20,5,64,5
Magicka Mayhem: The Card Game,2016,2,4,30,7,35,5
Celebrity Head,1994,2,4,30,8,35,5
Picnic,2018,2,6,15,8,57,5
Gisborne: Die ersten Kartographen,2008,3,5,40,8,110,5
Hogger Logger,2015,2,6,20,7,63,5
Scene It? Friends,2005,2,12,60,0,170,5
Barons' War,2004,2,2,180,10,53,5
Wizard Würfelspiel,2019,2,5,20,10,106,5
The Mutiny on Little Blue,2004,3,7,45,10,44,5
Among Us,2018,4,8,90,10,49,5
Quicksand,1981,2,2,20,8,34,5
Tutankhamen's Revenge,1990,2,6,30,8,139,5
Loża Szyderców,2015,2,40,0,16,64,5
Crossed Wires,1993,2,4,20,6,42,5
Difference,2009,2,6,20,6,227,5
1944: Second Front,1990,1,2,300,12,33,4
Chicken Out,1988,2,4,20,6,58,5
Trivial Pursuit: Family,2008,2,6,60,8,61,5
Pan tu nie stał! Demoludy,2015,3,5,30,10,130,5
Chupacabra: Survive the Night,2012,2,4,20,8,865,5
Dividends,2005,2,12,30,12,101,5
Trolls in the Pantry,1989,2,4,30,7,41,4
Star Wars: Destroy Death Star Game,1977,2,4,30,7,99,5
Galapagos,2013,2,4,30,8,105,5
Safari Round Up,1973,2,4,10,8,41,5
Collide-O!,2004,2,5,20,8,41,5
Sagarian,2000,3,6,60,12,43,5
Battle of Buena Vista,1996,2,2,90,12,39,5
Horse-opoly,0,2,6,120,8,31,5
Papa Bear,1999,2,5,10,5,36,5
Legitimacy,2009,2,6,30,10,93,5
Family Feud,1977,2,9,30,8,446,5
Canaletto,1995,3,4,45,12,98,5
Trivial Pursuit: TV Edition - 4,,,,,,,
Nick at Nite Classic TV Trivia Game,1996,2,4,45,8,32,5
The Vampire,,,,,,,
Krakatoa,1983,2,4,45,8,147,5
Malarky Card Game,2000,2,6,30,10,32,4
Dylan Dog,1994,3,6,0,10,31,4
Pants on Fire!,2009,2,8,60,13,40,5
Pirackie Skarby,2013,2,5,15,6,44,5
Dragonslayer,1981,2,4,120,12,49,5
Big Deal,1977,2,4,90,8,78,5
The Isle of Doctor Necreaux,2009,1,5,40,14,603,5
Open Fire: Solitaire Tank Combat in WWII,1988,1,1,240,12,135,5
Zimbbos!,2004,1,4,10,3,101,5
WWE DVD Board Game,2005,2,8,120,10,34,5
Jim Henson's The Dark Crystal: Board Game,2018,2,4,120,6,106,5
Mission Command Land,2003,2,2,60,10,197,5
S.P.I.V.'s,1986,2,6,90,10,68,5
Die Dracheninsel,2003,3,6,60,10,104,5
Fantasía S.A.,2008,2,5,20,12,113,5
Twisted Farkel,2011,2,6,15,8,37,5
Bioviva,1996,2,6,60,10,52,5
UNO: Spider-Man,2002,2,10,10,7,59,5
Robotech RPG Tactics,2014,2,0,180,0,123,5
Where in the World is Carmen Sandiego? Card Game,2017,2,4,50,8,167,5
Novem,2008,2,2,0,0,74,5
20000 Mijlen onder zee,2009,2,5,60,0,35,5
Battlesuit,1983,2,2,60,10,130,5
Dragon Rapid Fire,2016,2,4,15,3,98,5
Mr & Mrs,2001,2,16,30,8,43,5
Easy School,2007,3,5,30,8,120,5
Trivial Pursuit: Music Edition 1990-Now - Bite-size,2006,2,6,30,12,42,5
Where is Moldova?,2005,2,4,45,8,59,5
Der Alchimist,2000,2,6,60,10,31,4
Lang lebe der König!,1997,3,5,60,10,73,5
Cinelinx: A Card Game For People Who Love Movies,2014,2,6,60,13,120,5
Maya Madness,2003,2,4,20,10,83,5
Risk Battlefield Rogue,2013,2,4,90,13,190,5
Bohnkick,2006,2,4,45,8,130,5
Murder Mystery Mansion,2008,2,6,15,8,75,5
Tornado Ellie,2015,2,4,15,8,88,5
CardChess,2001,2,4,0,10,30,4
Minderheiten-Quartett,2010,2,4,15,0,49,5
Strolling Bowling,1979,2,8,30,7,35,4
Monopoly: Here & Now Electronic Banking,2006,2,6,90,8,56,5
Frag Deadlands,2001,2,6,60,14,248,5
Breaking Point,1976,2,4,20,7,33,5
Scabs `N` Guts,2009,2,0,30,6,32,4
Dwarven Dig!,2003,2,6,45,10,320,5
Quad-Ominos,1978,2,8,60,10,57,5
DeltaVee,1981,2,2,60,10,72,5
Siege,1999,2,2,30,10,30,4
Snifty Snakes,1975,2,4,2,5,33,5
Zeppelin,1993,2,2,120,12,62,5
BRIDG-IT,1960,2,2,15,7,41,5
Barbie Queen of the Prom Game,1960,2,4,20,6,48,5
Robogem,2015,2,4,30,6,34,5
L'Aventure c'est dur,2010,2,6,30,8,32,5
Frontier: The Card Game,2017,1,4,90,12,35,8
That's What She Said Game,2016,4,10,60,16,129,5
Space Shuffle,2004,2,5,30,8,61,5
Dog Dice,1997,2,4,10,5,49,5
Color-A-Do,2010,2,6,20,6,40,5
Scene It? TV,2004,2,12,30,13,185,5
Ruse,2014,3,5,30,10,149,5
Baggage Claim,1987,2,4,20,5,69,5
Pinocchio,2000,2,6,10,6,54,5
Escape from Elba,1999,3,6,60,10,163,5
Spoilers: The Beginning,2017,3,6,40,12,75,5
Cut the Rope: The Card Game,2014,2,8,15,6,46,5
Phlounder,1964,2,4,10,8,66,5
Rise or Fall,2011,3,8,10,7,40,5
Push Over,1981,2,4,20,6,36,5
Forgotten Axis: The Finnish Campaign,1999,2,2,0,12,37,5
Pony Express,1991,2,6,60,12,124,5
Wild Life,1964,2,5,90,10,190,5
Age of Soccer,2014,3,6,30,8,37,5
Retro,2006,3,5,60,15,32,4
Summer Camp,2003,2,7,60,12,52,5
Jochen der Rochen,2004,2,6,15,4,106,5
Frenetic Village,2010,2,8,20,8,45,5
Top & Down,2011,2,4,30,8,68,5
Diam's,2011,2,5,20,7,59,5
Memo Street,2003,2,4,20,8,56,5
Zombie Mania!,2014,2,5,20,8,38,4
Calamity!,1983,2,6,60,10,57,5
Stone Soup,1996,2,5,20,8,76,5
Barbarians: 70 BC - 260 AD,1994,1,2,240,12,92,5
Accentuate,2014,4,12,30,12,41,5
HOP!,2016,3,6,30,6,278,5
White Eagle Eastward,1992,2,2,300,12,78,5
Magma Monster,2010,2,4,20,7,87,5
Locale,2009,3,8,90,8,38,5
Bugs & Co,2011,2,8,5,8,180,5
Carrera de Mente,1985,2,20,90,10,52,5
Gildia,2007,2,6,45,10,34,5
Trivial Pursuit: Warner Bros. All Family Edition,1999,2,6,60,8,61,5
Star Wars: I've Got a Bad Feeling About This!,2018,2,8,0,12,95,5
ROBiTs,2017,2,7,20,10,149,5
Der Herr der Wichtel,1999,3,5,45,10,41,5
Mercante in Fiera,1755,5,10,30,10,61,5
Cat Chaos Card Game: Celebrity Edition,2017,2,8,20,8,52,5
Switch: Secrets of the Temple,2008,2,6,45,0,36,4
Monopoly: Ultimate Banking,2016,2,4,60,8,187,5
Star Wars: Duels Card Game,2015,2,2,0,7,32,4
Blackrock City,2012,2,4,30,10,109,5
Escape from Colditz Castle,1972,2,4,60,8,42,5
Khyber Rifles,1984,2,2,120,12,35,5
King Kong,1976,2,4,20,8,35,5
Czech Pub,2012,2,6,60,0,61,5
Blanko,1995,2,4,30,0,34,5
Word Rummikub,1983,2,4,30,8,165,5
The Worst Game Ever,2014,2,8,20,8,162,5
5 Second Rule Mini Game,2016,2,6,0,8,30,4
Pointless: The Board Game,2013,2,4,60,10,169,5
Scene It? Pirates of the Caribbean,2007,2,12,45,8,34,5
CSI: Senses,2006,2,4,0,14,43,5
Bad People,2016,3,10,60,17,70,5
Müller & Sohn,1985,4,6,45,8,49,5
Machina II: Przeładowanie,2006,2,4,40,11,112,5
Speed Snacks,2015,2,2,30,8,59,5
Food Fight,1980,2,4,60,10,67,5
Blurt!,1992,3,12,60,10,282,5
Monopoly: The Walking Dead - Survival Edition,2013,2,6,0,13,88,5
Bad Bunnies,2015,2,6,20,8,161,5
White Rabbit,1988,2,4,15,5,96,5
The Walking Dead Card Game,2013,2,10,20,15,492,5
Wing Commander,1995,2,2,10,10,41,5
Darkover,1979,2,4,60,12,107,5
Eye of Horus,2002,2,8,45,7,42,5
Trivial Pursuit Greatest Hits,2007,2,4,30,0,45,5
Frog Juice,1995,2,4,25,8,539,5
Moonshiners of the Apocalypse,2019,1,4,90,14,138,5
Monopoly: X-Men,2000,2,6,120,8,55,5
The Dukes of Hazzard Game,1981,2,4,30,7,49,4
The Furglars,2019,2,6,15,7,34,5
UNO: Disney,2002,2,4,20,7,40,5
Stap op,1950,2,6,20,6,147,5
Quelf Jr.,2007,3,6,30,6,51,5
Monopoly: The Beatles Collector's Edition,2008,2,6,120,8,84,5
Two Player Brick by Brick,1995,1,2,30,8,74,5
Medievalia,2007,2,4,50,10,161,5
Daemonibus,2005,2,6,75,10,34,5
Party Pooper,2008,4,10,40,12,34,4
Fantasy,1990,3,6,60,0,30,4
Ramses Return,2011,2,4,10,7,153,5
East Wind Rain: The War in the Pacific 1941-1945,1985,2,2,360,12,44,5
Turmbau zu Babel,1988,2,6,10,5,42,5
Baby Blues,2015,2,4,30,8,295,5
LineUp,2010,2,4,0,8,33,4
Name Chase: Historical Figures Edition,2008,4,99,0,12,34,4
Upturn,2006,2,4,20,8,43,5
Iron Cross,1990,2,2,240,12,64,5
Urbis,2015,2,6,60,10,35,5
Pictionary Junior,1988,3,8,60,7,226,5
Nothing To Declare,2016,2,6,20,8,51,5
The 3 Commandments,2008,3,7,45,10,557,5
Labyrinth Treasure Hunt,2005,2,6,30,7,217,5
Missionary: Impossible,1996,2,6,30,8,37,5
Clue: Secrets & Spies,2009,2,6,60,9,235,5
Monopoly: World of Warcraft Collector's Edition,2012,2,6,180,8,199,5
Heli Hopper,2007,2,6,20,6,60,5
Banana Party,2013,2,4,20,5,90,5
Trivial Pursuit For Kids,2004,2,4,30,8,38,4
Rocket Game,2011,2,6,5,4,42,5
Zogar's Gaze,2013,1,5,40,12,145,5
Edge City,1994,2,4,90,12,46,5
Eine gegen Eine,2009,4,4,20,10,40,5
Skip-Bo Junior,2003,2,4,15,0,91,5
Misantropia,2016,2,10,60,14,56,5
Countdown,1982,2,6,30,8,73,5
Crazy Old Fish War,2008,2,5,15,7,40,5
Railroader,1963,2,4,60,8,114,5
UnNatural Selection,2013,3,10,30,8,90,5
Disorder,2006,2,6,40,10,71,5
Frog Rush,2011,2,4,10,7,76,5
Z First Impact: Opus 1 Chapter 1,2014,1,4,120,14,36,5
The American Civil War,2001,2,4,240,12,398,5
Scrambled States of America 2,2005,2,5,15,6,31,4
Rondo,1997,2,6,45,12,47,5
A Conclave of Wyrms,2010,3,6,60,10,73,5
Dinosaurs Extinct?,2006,2,4,40,5,41,5
Amazones,2006,3,5,30,10,53,5
Dimension Demons,1981,2,2,60,12,54,5
Outburst Junior,1989,2,8,30,7,160,5
Living Labyrinth,2008,2,4,20,8,95,5
Operation: Kindergarten,2015,2,4,60,12,65,5
Orange Quest,2015,2,6,30,14,39,5
Tales & Games: Baba Yaga,2013,2,5,15,6,414,5
Rio Grande:  The Battle of Valverde,1991,2,2,180,12,58,5
Gute Freunde,1988,2,4,20,5,40,4
Pipeline,1993,2,4,20,6,166,5
Alerta Roja,0,3,6,0,10,70,5
Taggle,2011,3,6,20,14,117,5
We Detectives,2015,2,4,30,7,36,5
Skibe,2016,3,5,20,8,54,5
Junggle,2017,2,10,15,7,34,5
Saqqara,2012,3,5,60,12,56,5
Mâamut,2009,2,4,20,10,73,5
Spooky Castle,2016,2,4,20,6,115,5
El Palé,1935,2,6,60,9,88,5
United Square,2011,2,4,15,8,112,5
Drachenjäger von Xorlosch,2006,2,6,60,12,65,5
Whosit?,1976,2,6,45,0,109,5
Escape from Sunset Island:  Zombie Apocalypse Simulator,2013,4,10,90,9,83,5
Epic Death!,2014,2,5,30,12,102,5
Zwickern,1999,3,4,30,9,32,4
Rapido,2005,2,4,15,3,30,4
Firefly: Fistful of Credits,2015,2,4,60,14,87,5
Das Gold der Maya,1997,2,4,45,10,46,5
8 the Liar,2014,2,8,15,8,37,4
Monopoly: The Lord of the Rings Collectors Edition,2005,2,6,90,8,45,5
Weird Things Humans Search For,2018,2,20,30,14,115,5
Shit Happens,2016,2,8,60,18,546,5
Trick-Taking: The Trick-Taking Game,2016,2,4,30,0,74,5
Monopoly: Spider-Man,2002,2,6,120,8,53,5
Awful Fantasy: The Card Game,2017,2,6,45,13,115,5
Wahoo,1930,4,6,45,0,60,5
Stadens Nyckel,1998,3,6,120,9,117,5
Zoneplex,2012,3,5,60,13,70,5
